nom,code,codeDepartement,siren,codeEpci,codeRegion,codesPostaux,population
L'Abergement-Clémenciat,01001,01,210100012,200069193,84,['01400'],806
L'Abergement-de-Varey,01002,01,210100020,240100883,84,['01640'],262
Ambérieu-en-Bugey,01004,01,210100046,240100883,84,['01500'],14288
Ambérieux-en-Dombes,01005,01,210100053,200042497,84,['01330'],1782
Ambléon,01006,01,210100061,200040350,84,['01300'],113
Ambronay,01007,01,210100079,240100883,84,['01500'],2827
Ambutrix,01008,01,210100087,240100883,84,['01500'],768
Andert-et-Condon,01009,01,210100095,200040350,84,['01300'],324
Anglefort,01010,01,210100103,200070852,84,['01350'],1101
Apremont,01011,01,210100111,200042935,84,['01100'],368
Aranc,01012,01,210100129,200042935,84,['01110'],327
Arandas,01013,01,210100137,240100883,84,['01230'],143
Arbent,01014,01,210100145,200042935,84,['01100'],3336
Arboys en Bugey,01015,01,200053668,200040350,84,['01300'],663
Arbigny,01016,01,210100160,200071371,84,['01190'],458
Argis,01017,01,210100178,240100883,84,['01230'],445
Armix,01019,01,210100194,200040350,84,['01510'],26
Ars-sur-Formans,01021,01,210100210,200042497,84,['01480'],1490
Artemare,01022,01,210100228,200040350,84,['01510'],1213
Asnières-sur-Saône,01023,01,210100236,200071371,84,['01570'],76
Attignat,01024,01,210100244,200071751,84,['01340'],3299
Bâgé-Dommartin,01025,01,200077220,200071371,84,['01380'],4068
Bâgé-le-Châtel,01026,01,210100269,200071371,84,['01380'],977
Balan,01027,01,210100277,240100610,84,['01360'],2647
Baneins,01028,01,210100285,200069193,84,['01990'],625
Beaupont,01029,01,210100293,200071751,84,['01270'],683
Beauregard,01030,01,210100301,200042497,84,['01480'],821
Bellignat,01031,01,210100319,200042935,84,['01100'],3671
Béligneux,01032,01,210100327,240100610,84,['01360'],3414
Valserhône,01033,01,200083863,240100891,84,['01200'],16434
Belley,01034,01,210100343,200040350,84,['01300'],9207
Belleydoux,01035,01,210100350,200042935,84,['01130'],308
Valromey-sur-Séran,01036,01,200086411,200040350,84,['01260'],1334
Bénonces,01037,01,210100376,240100883,84,['01470'],309
Bény,01038,01,210100384,200071751,84,['01370'],759
Béréziat,01040,01,210100400,200071751,84,['01340'],480
Bettant,01041,01,210100418,240100883,84,['01500'],748
Bey,01042,01,210100426,200070555,84,['01290'],291
Beynost,01043,01,210100434,240100800,84,['01700'],4829
Billiat,01044,01,210100442,240100891,84,['01200'],628
Birieux,01045,01,210100459,200069193,84,['01330'],285
Biziat,01046,01,210100467,200070555,84,['01290'],912
Blyes,01047,01,210100475,240100883,84,['01150'],1269
La Boisse,01049,01,210100491,240100610,84,['01120'],3335
Boissey,01050,01,210100509,200071371,84,"['01190', '01380']",380
Bolozon,01051,01,210100517,200042935,84,['01450'],91
Bouligneux,01052,01,210100525,200069193,84,['01330'],332
Bourg-en-Bresse,01053,01,210100533,200071751,84,['01000'],41681
Bourg-Saint-Christophe,01054,01,210100541,240100883,84,['01800'],1482
Boyeux-Saint-Jérôme,01056,01,210100566,200029999,84,['01640'],351
Boz,01057,01,210100574,200071371,84,['01190'],514
Brégnier-Cordon,01058,01,210100582,200040350,84,['01300'],819
Brénod,01060,01,210100608,200042935,84,['01110'],486
Brens,01061,01,210100616,200040350,84,['01300'],1133
Bressolles,01062,01,210100624,240100610,84,['01360'],951
Brion,01063,01,210100632,200042935,84,['01460'],561
Briord,01064,01,210100640,240100883,84,['01470'],1095
Buellas,01065,01,210100657,200071751,84,['01310'],1825
La Burbanche,01066,01,210100665,200040350,84,['01510'],92
Ceignes,01067,01,210100673,200042935,84,['01430'],259
Cerdon,01068,01,210100681,200029999,84,['01450'],771
Certines,01069,01,210100699,200071751,84,['01240'],1514
Cessy,01071,01,210100715,240100750,84,['01170'],5045
Ceyzériat,01072,01,210100723,200071751,84,['01250'],3202
Ceyzérieu,01073,01,210100731,200040350,84,['01350'],995
Chalamont,01074,01,210100749,200069193,84,['01320'],2574
Chaleins,01075,01,210100756,200070118,84,['01480'],1402
Chaley,01076,01,210100764,240100883,84,['01230'],122
Challes-la-Montagne,01077,01,210100772,200029999,84,['01450'],192
Challex,01078,01,210100780,240100750,84,['01630'],1597
Champagne-en-Valromey,01079,01,210100798,200040350,84,['01260'],822
Champdor-Corcelles,01080,01,200056695,200042935,84,['01110'],636
Champfromier,01081,01,210100814,240100891,84,['01410'],726
Chanay,01082,01,210100822,240100891,84,['01420'],637
Chaneins,01083,01,210100830,200069193,84,['01990'],965
Chanoz-Châtenay,01084,01,210100848,200070555,84,['01400'],921
La Chapelle-du-Châtelard,01085,01,210100855,200069193,84,['01240'],397
Charix,01087,01,210100871,200042935,84,['01130'],279
Charnoz-sur-Ain,01088,01,210100889,240100883,84,['01800'],902
Château-Gaillard,01089,01,210100897,240100883,84,['01500'],2254
Châtenay,01090,01,210100905,200069193,84,['01320'],361
Châtillon-la-Palud,01092,01,210100921,200069193,84,['01320'],1622
Châtillon-sur-Chalaronne,01093,01,210100939,200069193,84,['01400'],4968
Chavannes-sur-Reyssouze,01094,01,210100947,200071371,84,['01190'],761
Nivigne et Suran,01095,01,200062537,200071751,84,['01250'],843
Chaveyriat,01096,01,210100962,200070555,84,['01660'],1033
Chazey-Bons,01098,01,200063121,200040350,84,"['01300', '01510']",1175
Chazey-sur-Ain,01099,01,210100996,240100883,84,['01150'],1590
Cheignieu-la-Balme,01100,01,210101002,200040350,84,['01510'],131
Chevillard,01101,01,210101010,200042935,84,['01430'],152
Chevroux,01102,01,210101028,200071371,84,['01190'],966
Chevry,01103,01,210101036,240100750,84,['01170'],2226
Chézery-Forens,01104,01,210101044,240100750,84,"['01200', '01410']",453
Civrieux,01105,01,210101051,200042497,84,['01390'],1867
Cize,01106,01,210101069,200071751,84,['01250'],178
Cleyzieu,01107,01,210101077,240100883,84,['01230'],136
Coligny,01108,01,210101085,200071751,84,['01270'],1161
Collonges,01109,01,210101093,240100750,84,['01550'],2230
Colomieu,01110,01,210101101,200040350,84,['01300'],159
Conand,01111,01,210101119,240100883,84,['01230'],133
Condamine,01112,01,210101127,200042935,84,['01430'],467
Condeissiat,01113,01,210101135,200069193,84,['01400'],817
Confort,01114,01,210101143,240100891,84,['01200'],693
Confrançon,01115,01,210101150,200071751,84,['01310'],1339
Contrevoz,01116,01,210101168,200040350,84,['01300'],496
Conzieu,01117,01,210101176,200040350,84,['01300'],150
Corbonod,01118,01,210101184,200070852,84,['01420'],1279
Corlier,01121,01,210101218,200042935,84,['01110'],116
Cormoranche-sur-Saône,01123,01,210101234,200070555,84,['01290'],1159
Cormoz,01124,01,210101242,200071751,84,['01560'],702
Corveissiat,01125,01,210101259,200071751,84,['01250'],604
Courmangoux,01127,01,210101275,200071751,84,['01370'],506
Courtes,01128,01,210101283,200071751,84,['01560'],301
Crans,01129,01,210101291,200069193,84,['01320'],303
Bresse Vallons,01130,01,200086965,200071751,84,['01340'],2368
Cressin-Rochefort,01133,01,210101333,200040350,84,['01350'],395
Crottet,01134,01,210101341,200070555,84,"['01290', '01750']",1792
Crozet,01135,01,210101358,240100750,84,['01170'],2205
Cruzilles-lès-Mépillat,01136,01,210101366,200070555,84,['01290'],922
Culoz-Béon,01138,01,200099406,200040350,84,['01350'],2987
Curciat-Dongalon,01139,01,210101390,200071751,84,['01560'],444
Curtafond,01140,01,210101408,200071751,84,['01310'],764
Cuzieu,01141,01,210101416,200040350,84,['01300'],443
Dagneux,01142,01,210101424,240100610,84,['01120'],4765
Divonne-les-Bains,01143,01,210101432,240100750,84,['01220'],9999
Dompierre-sur-Veyle,01145,01,210101457,200071751,84,['01240'],1190
Dompierre-sur-Chalaronne,01146,01,210101465,200069193,84,['01400'],436
Domsure,01147,01,210101473,200071751,84,['01270'],509
Dortan,01148,01,210101481,200042935,84,['01590'],1892
Douvres,01149,01,210101499,240100883,84,['01500'],1094
Drom,01150,01,210101507,200071751,84,['01250'],214
Druillat,01151,01,210101515,200071751,84,['01160'],1139
Échallon,01152,01,210101523,200042935,84,['01130'],756
Échenevex,01153,01,210101531,240100750,84,['01170'],2123
Évosges,01155,01,210101556,200042935,84,['01230'],142
Faramans,01156,01,210101564,240100883,84,['01800'],843
Fareins,01157,01,210101572,200042497,84,['01480'],2339
Farges,01158,01,210101580,240100750,84,['01550'],1053
Feillens,01159,01,210101598,200071371,84,['01570'],3366
Ferney-Voltaire,01160,01,210101606,240100750,84,['01210'],10612
Flaxieu,01162,01,210101622,200040350,84,['01350'],65
Foissiat,01163,01,210101630,200071751,84,['01340'],2016
Francheleins,01165,01,210101655,200070118,84,['01090'],1586
Frans,01166,01,210101663,200042497,84,['01480'],2417
Garnerans,01167,01,210101671,200070118,84,['01140'],657
Genouilleux,01169,01,210101697,200070118,84,['01090'],651
Béard-Géovreissiat,01170,01,210101705,200042935,84,['01460'],1044
Géovreisset,01171,01,210101713,200042935,84,['01100'],830
Gex,01173,01,210101739,240100750,84,['01170'],13177
Giron,01174,01,210101747,240100891,84,['01130'],176
Gorrevod,01175,01,210101754,200071371,84,['01190'],790
Grand-Corent,01177,01,210101770,200071751,84,['01250'],184
Grièges,01179,01,210101796,200070555,84,['01290'],1884
Grilly,01180,01,210101804,240100750,84,['01220'],842
Groissiat,01181,01,210101812,200042935,84,['01100'],1241
Guéreins,01183,01,210101838,200070118,84,['01090'],1487
Hautecourt-Romanèche,01184,01,210101846,200071751,84,['01250'],756
Plateau d'Hauteville,01185,01,200086122,200042935,84,['01110'],4824
Haut Valromey,01187,01,200053676,200040350,84,['01260'],615
Illiat,01188,01,210101887,200070118,84,['01140'],681
Injoux-Génissiat,01189,01,210101895,240100891,84,['01200'],1123
Innimond,01190,01,210101903,240100883,84,['01680'],86
Izenave,01191,01,210101911,200042935,84,['01430'],152
Izernore,01192,01,210101929,200042935,84,['01580'],2272
Izieu,01193,01,210101937,200040350,84,['01300'],220
Jassans-Riottier,01194,01,210101945,200040590,84,['01480'],6337
Jasseron,01195,01,210101952,200071751,84,['01250'],1822
Jayat,01196,01,210101960,200071751,84,['01340'],1241
Journans,01197,01,210101978,200071751,84,['01250'],377
Joyeux,01198,01,210101986,240100883,84,['01800'],266
Jujurieux,01199,01,210101994,200029999,84,['01640'],2129
Labalme,01200,01,210102000,200029999,84,['01450'],213
Lagnieu,01202,01,210102026,240100883,84,['01150'],7214
Laiz,01203,01,210102034,200070555,84,['01290'],1306
Le Poizat-Lalleyriat,01204,01,200053395,200042935,84,['01130'],746
Lantenay,01206,01,210102067,200042935,84,['01430'],274
Lapeyrouse,01207,01,210102075,200069193,84,['01330'],314
Lavours,01208,01,210102083,200040350,84,['01350'],135
Léaz,01209,01,210102091,240100750,84,['01200'],796
Lélex,01210,01,210102109,240100750,84,['01410'],231
Lent,01211,01,210102117,200071751,84,['01240'],1397
Lescheroux,01212,01,210102125,200071751,84,['01560'],712
Leyment,01213,01,210102133,240100883,84,['01150'],1332
Leyssard,01214,01,210102141,200042935,84,['01450'],161
Surjoux-Lhopital,01215,01,200085306,240100891,84,['01420'],143
Lhuis,01216,01,210102166,240100883,84,['01680'],893
Lompnas,01219,01,210102190,240100883,84,['01680'],162
Loyettes,01224,01,210102240,240100883,84,['01360'],3296
Lurcy,01225,01,210102257,200070118,84,['01090'],383
Magnieu,01227,01,200084978,200040350,84,['01300'],642
Maillat,01228,01,210102281,200042935,84,['01430'],668
Malafretaz,01229,01,210102299,200071751,84,['01340'],1226
Mantenay-Montlin,01230,01,210102307,200071751,84,['01560'],310
Manziat,01231,01,210102315,200071371,84,['01570'],1948
Marboz,01232,01,210102323,200071751,84,['01851'],2275
Marchamp,01233,01,210102331,240100883,84,['01680'],130
Marignieu,01234,01,210102349,200040350,84,['01300'],167
Marlieux,01235,01,210102356,200069193,84,['01240'],1179
Marsonnas,01236,01,210102364,200071751,84,['01340'],1021
Martignat,01237,01,210102372,200042935,84,['01100'],1674
Massieux,01238,01,210102380,200042497,84,['01600'],2709
Massignieu-de-Rives,01239,01,210102398,200040350,84,['01300'],631
Matafelon-Granges,01240,01,210102406,200042935,84,['01580'],628
Meillonnas,01241,01,210102414,200071751,84,['01370'],1379
Mérignat,01242,01,210102422,200029999,84,['01450'],136
Messimy-sur-Saône,01243,01,210102430,200070118,84,['01480'],1262
Meximieux,01244,01,210102448,240100883,84,['01800'],7998
Bohas-Meyriat-Rignat,01245,01,210102455,200071751,84,['01250'],950
Mézériat,01246,01,210102463,200070555,84,['01660'],2204
Mijoux,01247,01,210102471,240100750,84,"['01170', '01410']",299
Mionnay,01248,01,210102489,200069193,84,['01390'],2245
Miribel,01249,01,210102497,240100800,84,['01700'],10202
Misérieux,01250,01,210102505,200042497,84,['01600'],1979
Mogneneins,01252,01,210102521,200070118,84,['01140'],796
Montagnat,01254,01,210102547,200071751,84,['01250'],2142
Montagnieu,01255,01,210102554,240100883,84,['01470'],651
Montanges,01257,01,210102570,240100891,84,['01200'],351
Montceaux,01258,01,210102588,200070118,84,['01090'],1194
Montcet,01259,01,210102596,200071751,84,['01310'],708
Le Montellier,01260,01,210102604,240100883,84,['01800'],304
Monthieux,01261,01,210102612,200069193,84,['01390'],681
Montluel,01262,01,210102620,240100610,84,['01120'],6864
Montmerle-sur-Saône,01263,01,210102638,200070118,84,['01090'],3761
Montracol,01264,01,210102646,200071751,84,['01310'],1017
Montréal-la-Cluse,01265,01,210102653,200042935,84,['01460'],3499
Montrevel-en-Bresse,01266,01,210102661,200071751,84,['01340'],2576
Nurieux-Volognat,01267,01,210102679,200042935,84,['01460'],1008
Murs-et-Gélignieux,01268,01,210102687,200040350,84,['01300'],244
Nantua,01269,01,210102695,200042935,84,"['01130', '01460']",3453
Neuville-les-Dames,01272,01,210102729,200069193,84,['01400'],1490
Neuville-sur-Ain,01273,01,210102737,200029999,84,['01160'],1799
Les Neyrolles,01274,01,210102745,200042935,84,['01130'],632
Neyron,01275,01,210102752,240100800,84,['01700'],2596
Niévroz,01276,01,210102760,240100610,84,['01120'],1627
Nivollet-Montgriffon,01277,01,210102778,240100883,84,['01230'],115
Oncieu,01279,01,210102794,240100883,84,['01230'],77
Ordonnaz,01280,01,210102802,240100883,84,['01510'],136
Ornex,01281,01,210102810,240100750,84,['01210'],4591
Outriaz,01282,01,210102828,200042935,84,['01430'],258
Oyonnax,01283,01,210102836,200042935,84,['01100'],22271
Ozan,01284,01,210102844,200071371,84,['01190'],700
Parcieux,01285,01,210102851,200042497,84,['01600'],1334
Parves et Nattages,01286,01,200059913,200040350,84,['01300'],959
Péron,01288,01,210102885,240100750,84,['01630'],2777
Péronnas,01289,01,210102893,200071751,84,['01960'],6460
Pérouges,01290,01,210102901,240100883,84,['01800'],1309
Perrex,01291,01,210102919,200070555,84,['01540'],844
Peyriat,01293,01,210102935,200042935,84,['01430'],145
Peyrieu,01294,01,210102943,200040350,84,['01300'],897
Peyzieux-sur-Saône,01295,01,210102950,200070118,84,['01140'],676
Pirajoux,01296,01,210102968,200071751,84,['01270'],413
Pizay,01297,01,210102976,240100610,84,['01120'],890
Plagne,01298,01,210102984,240100891,84,['01130'],157
Le Plantay,01299,01,210102992,200069193,84,['01330'],589
Polliat,01301,01,210103016,200071751,84,['01310'],2606
Pollieu,01302,01,210103024,200040350,84,['01350'],165
Poncin,01303,01,210103032,200029999,84,['01450'],1696
Pont-d'Ain,01304,01,210103040,200029999,84,['01160'],2904
Pont-de-Vaux,01305,01,210103057,200071371,84,['01190'],2195
Pont-de-Veyle,01306,01,210103065,200070555,84,['01290'],1637
Port,01307,01,210103073,200042935,84,['01460'],840
Pougny,01308,01,210103081,240100750,84,['01550'],803
Pouillat,01309,01,210103099,200071751,84,['01250'],83
Prémeyzel,01310,01,210103107,200040350,84,['01300'],249
Prémillieu,01311,01,210103115,200042935,84,['01110'],44
Prévessin-Moëns,01313,01,210103131,240100750,84,['01280'],8948
Priay,01314,01,210103149,200029999,84,['01160'],1725
Ramasse,01317,01,210103172,200071751,84,['01250'],331
Rancé,01318,01,210103180,200042497,84,['01390'],735
Relevant,01319,01,210103198,200069193,84,['01990'],467
Replonges,01320,01,210103206,200071371,84,['01750'],3833
Revonnas,01321,01,210103214,200071751,84,['01250'],892
Reyrieux,01322,01,210103222,200042497,84,['01600'],5050
Reyssouze,01323,01,210103230,200071371,84,['01190'],1018
Rignieux-le-Franc,01325,01,210103255,240100883,84,['01800'],1065
Romans,01328,01,210103289,200069193,84,['01400'],606
Rossillon,01329,01,210103297,200040350,84,['01510'],157
Ruffieu,01330,01,210103305,200040350,84,['01260'],180
Saint-Alban,01331,01,210103313,200029999,84,['01450'],192
Saint-André-de-Bâgé,01332,01,210103321,200071371,84,['01380'],792
Saint-André-de-Corcy,01333,01,210103339,200069193,84,['01390'],3366
Saint-André-d'Huiriat,01334,01,210103347,200070555,84,['01290'],680
Saint-André-le-Bouchoux,01335,01,210103354,200069193,84,['01240'],410
Saint-André-sur-Vieux-Jonc,01336,01,210103362,200071751,84,['01960'],1187
Saint-Bénigne,01337,01,210103370,200071371,84,['01190'],1336
Groslée-Saint-Benoit,01338,01,200060143,200040350,84,['01300'],1245
Saint-Bernard,01339,01,210103396,200042497,84,['01600'],1484
Sainte-Croix,01342,01,210103420,240100610,84,['01120'],546
Saint-Cyr-sur-Menthon,01343,01,210103438,200070555,84,['01380'],1822
Saint-Denis-lès-Bourg,01344,01,210103446,200071751,84,['01000'],5971
Saint-Denis-en-Bugey,01345,01,210103453,240100883,84,['01500'],2245
Saint-Didier-d'Aussiat,01346,01,210103461,200071751,84,['01340'],852
Saint-Didier-de-Formans,01347,01,210103479,200042497,84,['01600'],2072
Saint-Didier-sur-Chalaronne,01348,01,210103487,200070118,84,['01140'],3003
Saint-Éloi,01349,01,210103495,240100883,84,['01800'],523
Saint-Étienne-du-Bois,01350,01,210103503,200071751,84,['01370'],2538
Saint-Étienne-sur-Chalaronne,01351,01,210103511,200070118,84,['01140'],1602
Saint-Étienne-sur-Reyssouze,01352,01,210103529,200071371,84,['01190'],586
Sainte-Euphémie,01353,01,210103537,200042497,84,['01600'],1723
Saint-Genis-Pouilly,01354,01,210103545,240100750,84,['01630'],14274
Saint-Genis-sur-Menthon,01355,01,210103552,200070555,84,['01380'],484
Saint-Georges-sur-Renon,01356,01,210103560,200069193,84,['01400'],203
Saint-Germain-de-Joux,01357,01,210103578,240100891,84,['01130'],502
Saint-Germain-les-Paroisses,01358,01,210103586,200040350,84,['01300'],426
Saint-Germain-sur-Renon,01359,01,210103594,200069193,84,['01240'],251
Saint-Jean-de-Gonville,01360,01,210103602,240100750,84,['01630'],1934
Saint-Jean-de-Niost,01361,01,210103610,240100883,84,['01800'],1600
Saint-Jean-de-Thurigneux,01362,01,210103628,200042497,84,['01390'],809
Saint-Jean-le-Vieux,01363,01,210103636,200029999,84,['01640'],1786
Saint-Jean-sur-Reyssouze,01364,01,210103644,200071751,84,['01560'],767
Saint-Jean-sur-Veyle,01365,01,210103651,200070555,84,['01290'],1165
Sainte-Julie,01366,01,210103669,240100883,84,['01150'],1088
Saint-Julien-sur-Reyssouze,01367,01,210103677,200071751,84,['01560'],726
Saint-Julien-sur-Veyle,01368,01,210103685,200070555,84,['01540'],842
Saint-Just,01369,01,210103693,200071751,84,['01250'],955
Saint-Laurent-sur-Saône,01370,01,210103701,200070308,84,['01750'],1674
Saint-Marcel,01371,01,210103719,200069193,84,['01390'],1221
Saint-Martin-de-Bavel,01372,01,210103727,200040350,84,['01510'],441
Saint-Martin-du-Frêne,01373,01,210103735,200042935,84,['01430'],1009
Saint-Martin-du-Mont,01374,01,210103743,200071751,84,['01160'],1877
Saint-Martin-le-Châtel,01375,01,210103750,200071751,84,['01310'],788
Saint-Maurice-de-Beynost,01376,01,210103768,240100800,84,['01700'],4066
Saint-Maurice-de-Gourdans,01378,01,210103784,240100883,84,['01800'],2699
Saint-Maurice-de-Rémens,01379,01,210103792,240100883,84,['01500'],762
Saint-Nizier-le-Bouchoux,01380,01,210103800,200071751,84,['01560'],612
Saint-Nizier-le-Désert,01381,01,210103818,200069193,84,['01320'],920
Sainte-Olive,01382,01,210103826,200069193,84,['01330'],305
Saint-Paul-de-Varax,01383,01,210103834,200069193,84,['01240'],1583
Saint-Rambert-en-Bugey,01384,01,210103842,240100883,84,['01230'],2172
Saint-Rémy,01385,01,210103859,200071751,84,['01310'],964
Saint-Sorlin-en-Bugey,01386,01,210103867,240100883,84,['01150'],1117
Saint-Sulpice,01387,01,210103875,200071751,84,['01340'],256
Saint-Trivier-de-Courtes,01388,01,210103883,200071751,84,['01560'],1116
Saint-Trivier-sur-Moignans,01389,01,210103891,200069193,84,['01990'],1823
Saint-Vulbas,01390,01,210103909,240100883,84,['01150'],1247
Salavre,01391,01,210103917,200071751,84,['01270'],273
Samognat,01392,01,210103925,200042935,84,['01580'],654
Sandrans,01393,01,210103933,200069193,84,['01400'],555
Sault-Brénaz,01396,01,210103966,240100883,84,['01150'],987
Sauverny,01397,01,210103974,240100750,84,['01220'],988
Savigneux,01398,01,210103982,200042497,84,['01480'],1438
Ségny,01399,01,210103990,240100750,84,['01170'],2145
Seillonnaz,01400,01,210104006,240100883,84,['01470'],139
Sergy,01401,01,210104014,240100750,84,['01630'],2209
Sermoyer,01402,01,210104022,200071371,84,['01190'],650
Serrières-de-Briord,01403,01,210104030,240100883,84,['01470'],1310
Serrières-sur-Ain,01404,01,210104048,200029999,84,['01450'],134
Servas,01405,01,210104055,200071751,84,['01960'],1273
Servignat,01406,01,210104063,200071751,84,['01560'],173
Seyssel,01407,01,210104071,200070852,84,['01420'],1006
Simandre-sur-Suran,01408,01,210104089,200071751,84,['01250'],659
Sonthonnax-la-Montagne,01410,01,210104105,200042935,84,['01580'],299
Souclin,01411,01,210104113,240100883,84,['01150'],271
Sulignat,01412,01,210104121,200069193,84,['01400'],611
Talissieu,01415,01,210104154,200040350,84,['01510'],524
Tenay,01416,01,210104162,240100883,84,['01230'],1012
Thil,01418,01,210104188,240100800,84,['01120'],1103
Thoiry,01419,01,210104196,240100750,84,['01710'],6119
Thoissey,01420,01,210104204,200070118,84,['01140'],1664
Torcieu,01421,01,210104212,240100883,84,['01230'],734
Tossiat,01422,01,210104220,200071751,84,['01250'],1354
Toussieux,01423,01,210104238,200042497,84,['01600'],1169
Tramoyes,01424,01,210104246,240100800,84,['01390'],1823
La Tranclière,01425,01,210104253,200071751,84,['01160'],284
Val-Revermont,01426,01,200057347,200071751,84,['01370'],2506
Trévoux,01427,01,210104279,200042497,84,['01600'],6945
Valeins,01428,01,210104287,200069193,84,['01140'],128
Vandeins,01429,01,210104295,200071751,84,['01660'],714
Varambon,01430,01,210104303,200029999,84,['01160'],636
Vaux-en-Bugey,01431,01,210104311,240100883,84,['01150'],1224
Verjon,01432,01,210104329,200071751,84,['01270'],333
Vernoux,01433,01,210104337,200071751,84,['01560'],306
Versailleux,01434,01,210104345,200069193,84,['01330'],488
Versonnex,01435,01,210104352,240100750,84,['01210'],2146
Vesancy,01436,01,210104360,240100750,84,['01170'],492
Vescours,01437,01,210104378,200071751,84,['01560'],221
Vésines,01439,01,210104394,200071371,84,['01570'],99
Vieu-d'Izenave,01441,01,210104410,200042935,84,['01430'],743
Villars-les-Dombes,01443,01,210104436,200069193,84,['01330'],4946
Villebois,01444,01,210104444,240100883,84,['01150'],1195
Villemotier,01445,01,210104451,200071751,84,['01270'],628
Villeneuve,01446,01,210104469,200042497,84,['01480'],1562
Villereversure,01447,01,210104477,200071751,84,['01250'],1345
Villes,01448,01,210104485,240100891,84,['01200'],394
Villette-sur-Ain,01449,01,210104493,200069193,84,['01320'],760
Villieu-Loyes-Mollon,01450,01,210104501,240100883,84,['01800'],3755
Viriat,01451,01,210104519,200071751,84,['01440'],6665
Virieu-le-Grand,01452,01,210104527,200040350,84,['01510'],1127
Arvière-en-Valromey,01453,01,200086403,200040350,84,['01260'],712
Virignin,01454,01,210104543,200040350,84,['01300'],1118
Vongnes,01456,01,210104568,200040350,84,['01350'],71
Vonnas,01457,01,210104576,200070555,84,['01540'],3198
Abbécourt,02001,02,210200010,200071785,32,['02300'],505
Achery,02002,02,210200028,200071785,32,['02800'],602
Acy,02003,02,210200036,240200477,32,['02200'],1019
Agnicourt-et-Séchelles,02004,02,210200044,240200469,32,['02340'],185
Aguilcourt,02005,02,210200051,240200576,32,['02190'],382
Aisonville-et-Bernoville,02006,02,210200069,200071983,32,['02110'],260
Aizelles,02007,02,210200077,240200592,32,['02820'],120
Aizy-Jouy,02008,02,210200085,240200501,32,['02370'],299
Alaincourt,02009,02,210200093,200040426,32,['02240'],531
Allemant,02010,02,210200101,240200501,32,['02320'],171
Ambleny,02011,02,210200119,200071991,32,['02290'],1159
Ambrief,02012,02,210200127,240200519,32,['02200'],73
Amifontaine,02013,02,210200135,240200576,32,['02190'],390
Amigny-Rouy,02014,02,210200143,200071785,32,['02700'],721
Ancienville,02015,02,210200150,200071991,32,['02600'],74
Andelain,02016,02,210200168,200071785,32,['02800'],215
Anguilcourt-le-Sart,02017,02,210200176,200071785,32,['02800'],308
Anizy-le-Grand,02018,02,200084135,200071769,32,['02320'],2587
Annois,02019,02,210200192,200071892,32,['02480'],359
Any-Martin-Rieux,02020,02,210200200,240200600,32,['02500'],455
Archon,02021,02,210200218,240200634,32,['02360'],82
Arcy-Sainte-Restitue,02022,02,210200226,240200519,32,['02130'],401
Armentières-sur-Ourcq,02023,02,210200234,200072031,32,['02210'],101
Arrancy,02024,02,210200242,200043495,32,['02860'],49
Artemps,02025,02,210200259,200071892,32,['02480'],367
Assis-sur-Serre,02027,02,210200275,240200469,32,['02270'],210
Athies-sous-Laon,02028,02,210200283,200043495,32,['02840'],2597
Attilly,02029,02,210200291,240200493,32,['02490'],351
Aubencheul-aux-Bois,02030,02,210200309,240200493,32,['02420'],254
Aubenton,02031,02,210200317,240200600,32,['02500'],659
Aubigny-aux-Kaisnes,02032,02,210200325,200071892,32,['02590'],254
Aubigny-en-Laonnois,02033,02,210200333,240200592,32,['02820'],102
Audignicourt,02034,02,210200341,200071991,32,['02300'],122
Audigny,02035,02,210200358,200071983,32,['02120'],283
Augy,02036,02,210200366,240200501,32,['02220'],70
Aulnois-sous-Laon,02037,02,210200374,200043495,32,['02000'],1380
Les Autels,02038,02,210200382,240200634,32,['02360'],60
Autremencourt,02039,02,210200390,240200469,32,['02250'],174
Autreppes,02040,02,210200408,240200444,32,['02580'],176
Autreville,02041,02,210200416,200071785,32,['02300'],815
Azy-sur-Marne,02042,02,210200424,200072031,32,['02400'],379
Bagneux,02043,02,210200432,240200477,32,['02290'],64
Bancigny,02044,02,210200440,240200444,32,['02140'],24
Barenton-Bugny,02046,02,210200457,240200469,32,['02000'],557
Barenton-Cel,02047,02,210200465,240200469,32,['02000'],108
Barenton-sur-Serre,02048,02,210200473,240200469,32,['02270'],131
Barisis-aux-Bois,02049,02,210200481,200071769,32,['02700'],740
Barzy-en-Thiérache,02050,02,210200499,240200444,32,['02170'],320
Barzy-sur-Marne,02051,02,210200507,200072031,32,['02850'],391
Bassoles-Aulers,02052,02,210200515,200071769,32,['02380'],132
Vallées en Champagne,02053,02,200056307,200072031,32,['02330'],573
Bazoches-et-Saint-Thibaut,02054,02,200096410,240200501,32,['02220'],532
Beaumé,02055,02,210200549,240200600,32,['02500'],87
Beaumont-en-Beine,02056,02,210200556,200071785,32,['02300'],180
Beaurevoir,02057,02,210200564,240200493,32,['02110'],1411
Beaurieux,02058,02,210200572,240200592,32,['02160'],851
Beautor,02059,02,210200580,200071785,32,['02800'],2718
Beauvois-en-Vermandois,02060,02,210200598,240200493,32,['02590'],255
Becquigny,02061,02,210200606,240200493,32,['02110'],245
Belleau,02062,02,210200614,200072031,32,['02400'],136
Bellenglise,02063,02,210200622,240200493,32,['02420'],379
Belleu,02064,02,210200630,240200477,32,['02200'],3762
