nom,code,codeDepartement,siren,codeEpci,codeRegion,codesPostaux,population
Vallée-de-Ronsard,41070,41,200085173,200072072,24,['41800'],518
Crouy-sur-Cosson,41071,41,214100711,244100798,24,['41220'],548
Crucheray,41072,41,214100729,200072072,24,['41100'],407
Danzé,41073,41,214100737,200072072,24,['41160'],677
Dhuizon,41074,41,214100745,244100780,24,['41220'],1214
Droué,41075,41,214100752,200040772,24,['41270'],1013
Épiais,41077,41,214100778,200055481,24,['41290'],127
Épuisay,41078,41,214100786,200072072,24,['41360'],823
Les Essarts,41079,41,214100794,200072072,24,['41800'],101
Faverolles-sur-Cher,41080,41,214100802,200072064,24,['41400'],1397
Faye,41081,41,214100810,200072072,24,['41100'],225
La Ferté-Beauharnais,41083,41,214100836,244100780,24,['41210'],560
La Ferté-Imbault,41084,41,214100844,244100806,24,['41300'],962
La Ferté-Saint-Cyr,41085,41,214100851,244100798,24,['41220'],1056
Fontaines-en-Sologne,41086,41,214100869,244100798,24,['41250'],648
Fontaine-les-Coteaux,41087,41,214100877,200072072,24,['41800'],328
Fontaine-Raoul,41088,41,214100885,200040772,24,['41270'],235
La Fontenelle,41089,41,214100893,200040772,24,['41270'],206
Fortan,41090,41,214100901,200072072,24,['41360'],254
Fossé,41091,41,214100919,200030385,24,['41330'],1307
Françay,41093,41,214100935,200030385,24,['41190'],272
Fresnes,41094,41,214100943,200072064,24,['41700'],1173
Fréteval,41095,41,214100950,200040772,24,['41160'],1053
Le Gault-du-Perche,41096,41,214100968,244100293,24,['41270'],335
Gièvres,41097,41,214100976,200018406,24,['41130'],2367
Gombergean,41098,41,214100984,200072072,24,['41310'],170
Gy-en-Sologne,41099,41,214100992,200072064,24,['41230'],495
Les Hayes,41100,41,214101008,200072072,24,['41800'],169
Herbault,41101,41,214101016,200030385,24,['41190'],1156
Houssay,41102,41,214101024,200072072,24,['41800'],384
Huisseau-en-Beauce,41103,41,214101032,200072072,24,['41310'],413
Huisseau-sur-Cosson,41104,41,214101040,244100798,24,['41350'],2322
Josnes,41105,41,214101057,200055481,24,['41370'],856
Lamotte-Beuvron,41106,41,214101065,200000800,24,['41600'],4611
Lancé,41107,41,214101073,200072072,24,['41310'],476
Lancôme,41108,41,214101081,200030385,24,['41190'],122
Landes-le-Gaulois,41109,41,214101099,200030385,24,['41190'],740
Langon-sur-Cher,41110,41,214101107,200018406,24,['41320'],830
Lassay-sur-Croisne,41112,41,214101123,200072064,24,['41230'],242
Lavardin,41113,41,214101131,200072072,24,['41800'],178
Lestiou,41114,41,214101149,200055481,24,['41500'],282
Lignières,41115,41,214101156,200040772,24,['41160'],398
Lisle,41116,41,214101164,200040772,24,['41100'],198
Loreux,41118,41,214101180,200018406,24,['41200'],196
Lorges,41119,41,214101198,200055481,24,['41370'],342
Lunay,41120,41,214101206,200072072,24,['41360'],1250
La Madeleine-Villefrouin,41121,41,214101214,200055481,24,['41370'],32
Maray,41122,41,214101222,200018406,24,['41320'],236
Marchenoir,41123,41,214101230,200055481,24,['41370'],679
Marcilly-en-Beauce,41124,41,214101248,200072072,24,['41100'],332
Marcilly-en-Gault,41125,41,214101255,244100780,24,['41210'],717
Mareuil-sur-Cher,41126,41,214101263,200072064,24,['41110'],1159
La Marolle-en-Sologne,41127,41,214101271,244100780,24,['41210'],336
Marolles,41128,41,214101289,200030385,24,['41330'],717
Maslives,41129,41,214101297,244100798,24,['41250'],698
Maves,41130,41,214101305,200055481,24,['41500'],669
Mazangé,41131,41,214101313,200072072,24,['41100'],819
Méhers,41132,41,214101321,200072064,24,['41140'],317
Menars,41134,41,214101347,200030385,24,['41500'],630
Mennetou-sur-Cher,41135,41,214101354,200018406,24,['41320'],877
Mer,41136,41,214101362,200055481,24,['41500'],6211
Mesland,41137,41,214101370,200030385,24,['41150'],570
Meslay,41138,41,214101388,200072072,24,['41100'],313
Meusnes,41139,41,214101396,200072064,24,['41130'],1093
Millançay,41140,41,214101404,244100780,24,['41200'],718
Moisy,41141,41,214101412,200040772,24,['41160'],363
Valencisse,41142,41,200063725,200030385,24,['41190'],2331
Mondoubleau,41143,41,214101438,244100293,24,['41170'],1310
Monteaux,41144,41,214101446,200030385,24,['41150'],727
Monthou-sur-Bièvre,41145,41,214101453,200030385,24,['41120'],794
Monthou-sur-Cher,41146,41,214101461,200072064,24,['41400'],958
Les Montils,41147,41,214101479,200030385,24,['41120'],1914
Montlivault,41148,41,214101487,244100798,24,['41350'],1305
Montoire-sur-le-Loir,41149,41,214101495,200072072,24,['41800'],3698
Mont-près-Chambord,41150,41,214101503,244100798,24,['41250'],3309
Montrichard Val de Cher,41151,41,200056984,200072064,24,['41400'],3675
Montrieux-en-Sologne,41152,41,214101529,244100780,24,['41210'],633
Montrouveau,41153,41,214101537,200072072,24,['41800'],149
Morée,41154,41,214101545,200040772,24,['41160'],1084
Muides-sur-Loire,41155,41,214101552,200055481,24,['41500'],1234
Mulsans,41156,41,214101560,200055481,24,['41500'],527
Mur-de-Sologne,41157,41,214101578,200018406,24,['41230'],1517
Naveil,41158,41,214101586,200072072,24,['41100'],2423
Neung-sur-Beuvron,41159,41,214101594,244100780,24,['41210'],1243
Neuvy,41160,41,214101602,244100798,24,['41250'],321
Nouan-le-Fuzelier,41161,41,214101610,200000800,24,['41600'],2321
Nourray,41163,41,214101636,200072072,24,['41310'],121
Noyers-sur-Cher,41164,41,214101644,200072064,24,['41140'],2708
Oisly,41166,41,214101669,200072064,24,['41700'],385
Veuzain-sur-Loire,41167,41,200065654,200030385,24,['41150'],3401
Orçay,41168,41,214101685,244100806,24,['41300'],235
Oucques La Nouvelle,41171,41,200065670,200055481,24,['41290'],1702
Ouzouer-le-Doyen,41172,41,214101727,200040772,24,['41160'],224
Beauce la Romaine,41173,41,200055390,200070183,24,"['41160', '41240']",3436
Périgny,41174,41,214101743,200072072,24,['41100'],174
Pezou,41175,41,214101750,200040772,24,['41100'],1113
Pierrefitte-sur-Sauldre,41176,41,214101768,244100806,24,['41300'],739
Le Plessis-Dorin,41177,41,214101776,244100293,24,['41170'],158
Le Plessis-l'Échelle,41178,41,214101784,200055481,24,['41370'],61
Le Poislay,41179,41,214101792,200040772,24,['41270'],189
Pontlevoy,41180,41,214101800,200072064,24,['41400'],1518
Pouillé,41181,41,214101818,200072064,24,['41110'],801
Pray,41182,41,214101826,200072072,24,['41190'],282
Prunay-Cassereau,41184,41,214101842,200072072,24,['41310'],601
Pruniers-en-Sologne,41185,41,214101859,200018406,24,['41200'],2304
Rahart,41186,41,214101867,200072072,24,['41160'],301
Renay,41187,41,214101875,200040772,24,['41100'],176
Rhodon,41188,41,214101883,200055481,24,['41290'],117
Rilly-sur-Loire,41189,41,214101891,200030385,24,['41150'],474
Rocé,41190,41,214101909,200072072,24,['41100'],220
Roches,41191,41,214101917,200055481,24,['41370'],67
Les Roches-l'Évêque,41192,41,214101925,200072072,24,['41800'],266
Romilly,41193,41,214101933,200040772,24,['41270'],140
Romorantin-Lanthenay,41194,41,214101941,200018406,24,['41200'],18206
Rougeou,41195,41,214101958,200072064,24,['41230'],148
Ruan-sur-Egvonne,41196,41,214101966,200040772,24,['41270'],80
Saint-Aignan,41198,41,214101982,200072064,24,['41110'],2839
Saint-Amand-Longpré,41199,41,214101990,200072072,24,['41310'],1205
Sainte-Anne,41200,41,214102006,200072072,24,['41100'],477
Saint-Arnoult,41201,41,214102014,200072072,24,['41800'],320
Saint-Bohaire,41203,41,214102030,200030385,24,['41330'],492
Saint-Claude-de-Diray,41204,41,214102048,244100798,24,['41350'],1789
Saint-Cyr-du-Gault,41205,41,214102055,200030385,24,['41190'],175
Saint-Denis-sur-Loire,41206,41,214102063,200030385,24,['41000'],876
Saint-Dyé-sur-Loire,41207,41,214102071,244100798,24,['41500'],1141
Saint-Étienne-des-Guérets,41208,41,214102089,200030385,24,['41190'],114
Saint-Firmin-des-Prés,41209,41,214102097,200072072,24,['41100'],793
Saint-Georges-sur-Cher,41211,41,214102113,200072064,24,['41400'],2735
Saint-Gervais-la-Forêt,41212,41,214102121,200030385,24,['41350'],3166
Saint-Gourgon,41213,41,214102139,200072072,24,['41310'],100
Saint-Hilaire-la-Gravelle,41214,41,214102147,200040772,24,['41160'],669
Saint-Jacques-des-Guérets,41215,41,214102154,200072072,24,['41800'],96
Saint-Jean-Froidmentel,41216,41,214102162,200040772,24,['41160'],543
Saint-Julien-de-Chédon,41217,41,214102170,200072064,24,['41400'],751
Saint-Julien-sur-Cher,41218,41,214102188,200018406,24,['41320'],764
Saint-Laurent-des-Bois,41219,41,214102196,200070183,24,['41240'],322
Saint-Laurent-Nouan,41220,41,214102204,244100798,24,['41220'],4299
Saint-Léonard-en-Beauce,41221,41,214102212,200055481,24,['41370'],646
Saint-Loup,41222,41,214102220,200018406,24,['41320'],370
Saint-Lubin-en-Vergonnois,41223,41,214102238,200030385,24,['41190'],781
Saint-Marc-du-Cor,41224,41,214102246,244100293,24,['41170'],178
Saint-Martin-des-Bois,41225,41,214102253,200072072,24,['41800'],574
Saint-Ouen,41226,41,214102261,200072072,24,['41100'],3056
Saint-Rimay,41228,41,214102287,200072072,24,['41800'],294
Saint-Romain-sur-Cher,41229,41,214102295,200072064,24,['41140'],1458
Saint-Sulpice-de-Pommeray,41230,41,214102303,200030385,24,['41000'],1833
Saint-Viâtre,41231,41,214102311,244100780,24,['41210'],1181
Salbris,41232,41,214102329,244100806,24,['41300'],4925
Sambin,41233,41,214102337,200030385,24,['41120'],880
Santenay,41234,41,214102345,200030385,24,['41190'],289
Sargé-sur-Braye,41235,41,214102352,244100293,24,['41170'],1010
Sasnières,41236,41,214102360,200072072,24,['41310'],90
Sassay,41237,41,214102378,200072064,24,['41700'],1055
Savigny-sur-Braye,41238,41,214102386,200072072,24,['41360'],1968
Seigy,41239,41,214102394,200072064,24,['41110'],1002
Selles-Saint-Denis,41241,41,214102410,244100806,24,['41300'],1342
Selles-sur-Cher,41242,41,214102428,200072064,24,['41130'],4459
Selommes,41243,41,214102436,200072072,24,['41100'],808
Séris,41245,41,214102451,200055481,24,['41500'],381
Seur,41246,41,214102469,200030385,24,['41120'],481
Soings-en-Sologne,41247,41,214102477,200072064,24,['41230'],1618
Couëtron-au-Perche,41248,41,200076495,244100293,24,['41170'],1031
Souesmes,41249,41,214102493,244100806,24,['41300'],1042
Sougé,41250,41,214102501,200072072,24,['41800'],481
Souvigny-en-Sologne,41251,41,214102519,200000800,24,['41600'],538
Suèvres,41252,41,214102527,200055481,24,['41500'],1548
Talcy,41253,41,214102535,200055481,24,['41370'],268
Le Temple,41254,41,214102543,244100293,24,['41170'],182
Ternay,41255,41,214102550,200072072,24,['41800'],330
Theillay,41256,41,214102568,244100806,24,['41300'],1244
Thésée,41258,41,214102584,200072064,24,['41140'],1153
Thoré-la-Rochette,41259,41,214102592,200072072,24,['41100'],824
Thoury,41260,41,214102600,244100798,24,['41220'],418
Tourailles,41261,41,214102618,200072072,24,['41190'],132
Tour-en-Sologne,41262,41,214102626,244100798,24,['41250'],1119
Troo,41265,41,214102659,200072072,24,['41800'],281
Valaire,41266,41,214102667,200030385,24,['41120'],83
Vallières-les-Grandes,41267,41,214102675,200072064,24,['41400'],941
Veilleins,41268,41,214102683,244100780,24,['41230'],157
Vendôme,41269,41,214102691,200072072,24,['41100'],15680
Vernou-en-Sologne,41271,41,214102717,244100780,24,['41230'],606
Vievy-le-Rayé,41273,41,214102733,200055481,24,['41290'],457
Villavard,41274,41,214102741,200072072,24,['41800'],126
La Ville-aux-Clercs,41275,41,214102758,200072072,24,['41160'],1253
Villebarou,41276,41,214102766,200030385,24,['41000'],2490
Villebout,41277,41,214102774,200040772,24,['41270'],118
Villechauve,41278,41,214102782,200072072,24,['41310'],258
Villedieu-le-Château,41279,41,214102790,200072072,24,['41800'],390
Villefranche-sur-Cher,41280,41,214102808,200018406,24,['41200'],2647
Villefrancœur,41281,41,214102816,200030385,24,['41330'],422
Villeherviers,41282,41,214102824,200018406,24,['41200'],428
Villemardy,41283,41,214102832,200072072,24,['41100'],272
Villeneuve-Frouville,41284,41,214102840,200055481,24,['41290'],64
Villeny,41285,41,214102857,244100780,24,['41220'],487
Villeporcher,41286,41,214102865,200072072,24,['41310'],149
Villerable,41287,41,214102873,200072072,24,['41100'],498
Villerbon,41288,41,214102881,200030385,24,['41000'],810
Villermain,41289,41,214102899,200070183,24,['41240'],388
Villeromain,41290,41,214102907,200072072,24,['41100'],234
Villetrun,41291,41,214102915,200072072,24,['41100'],318
Villexanton,41292,41,214102923,200055481,24,['41500'],200
Villiersfaux,41293,41,214102931,200072072,24,['41100'],247
Villiers-sur-Loir,41294,41,214102949,200072072,24,['41100'],1117
Vineuil,41295,41,214102956,200030385,24,['41350'],8084
Vouzon,41296,41,214102964,200000800,24,['41600'],1453
Yvoy-le-Marron,41297,41,214102972,244100780,24,['41600'],780
Aboën,42001,42,214200016,244200770,84,['42380'],462
Ailleux,42002,42,214200024,200065886,84,['42130'],178
Ambierle,42003,42,214200032,200035731,84,['42820'],1898
Andrézieux-Bouthéon,42005,42,214200057,244200770,84,['42160'],10108
Apinac,42006,42,214200065,200065886,84,['42550'],397
Arcinges,42007,42,214200073,200035202,84,['42460'],216
Arcon,42008,42,214200081,200035731,84,['42370'],111
Arthun,42009,42,214200099,200065886,84,['42130'],525
Aveizieux,42010,42,214200107,200065894,84,['42330'],1678
Balbigny,42011,42,214200115,200065894,84,['42510'],2837
Bard,42012,42,214200123,200065886,84,['42600'],682
Bellegarde-en-Forez,42013,42,214200131,200065894,84,['42210'],1987
Belleroche,42014,42,214200149,200035202,84,['42670'],314
Belmont-de-la-Loire,42015,42,214200156,200035202,84,['42670'],1467
La Bénisson-Dieu,42016,42,214200164,200035202,84,['42720'],423
Le Bessat,42017,42,214200172,244200622,84,['42660'],479
Bessey,42018,42,214200180,244200895,84,['42520'],460
Boën-sur-Lignon,42019,42,214200198,200065886,84,['42130'],3025
Boisset-lès-Montrond,42020,42,214200206,200065886,84,['42210'],1185
Boisset-Saint-Priest,42021,42,214200214,200065886,84,['42560'],1259
Bonson,42022,42,214200222,200065886,84,['42160'],4215
Bourg-Argental,42023,42,214200230,244200622,84,['42220'],2950
Boyer,42025,42,214200255,200035202,84,['42460'],197
Briennon,42026,42,214200263,200035202,84,['42720'],1719
Bully,42027,42,214200271,244200614,84,['42260'],398
Burdignes,42028,42,214200289,244200622,84,['42220'],384
Bussières,42029,42,214200297,200065894,84,['42510'],1512
Bussy-Albieux,42030,42,214200305,200065886,84,['42260'],537
Caloire,42031,42,214200313,244200770,84,['42240'],306
Cellieu,42032,42,214200321,244200770,84,['42320'],1701
Le Cergne,42033,42,214200339,200035202,84,['42460'],624
Cervières,42034,42,214200347,200065886,84,['42440'],105
Cezay,42035,42,214200354,200065886,84,['42130'],209
Chagnon,42036,42,214200362,244200770,84,['42800'],505
Chalain-d'Uzore,42037,42,214200370,200065886,84,['42600'],610
Chalain-le-Comtal,42038,42,214200388,200065886,84,['42600'],721
Chalmazel-Jeansagnière,42039,42,200055085,200065886,84,['42920'],453
La Chamba,42040,42,214200404,200065886,84,['42440'],46
Chambéon,42041,42,214200412,200065894,84,['42110'],639
Chambles,42042,42,214200420,200065886,84,['42170'],1054
Chambœuf,42043,42,214200438,244200770,84,['42330'],1812
Le Chambon-Feugerolles,42044,42,214200446,244200770,84,['42500'],11857
La Chambonie,42045,42,214200453,200065886,84,['42440'],39
Champdieu,42046,42,214200461,200065886,84,['42600'],1978
Champoly,42047,42,214200479,244200820,84,['42430'],324
Chandon,42048,42,214200487,200035202,84,['42190'],1475
Changy,42049,42,214200495,200035731,84,['42310'],662
La Chapelle-en-Lafaye,42050,42,214200503,200065886,84,['42380'],138
La Chapelle-Villars,42051,42,214200511,244200895,84,['42410'],536
Charlieu,42052,42,214200529,200035202,84,['42190'],3714
Châteauneuf,42053,42,214200537,244200770,84,['42800'],1651
Châtelneuf,42054,42,214200545,200065886,84,['42940'],355
Châtelus,42055,42,214200552,200066587,84,['42140'],133
Chavanay,42056,42,214200560,244200895,84,['42410'],2885
Chazelles-sur-Lavieu,42058,42,214200586,200065886,84,['42560'],254
Chazelles-sur-Lyon,42059,42,214200594,200065894,84,['42140'],5436
Chenereilles,42060,42,214200602,200065886,84,['42560'],524
Cherier,42061,42,214200610,244200820,84,['42430'],553
Chevrières,42062,42,214200628,200066587,84,['42140'],1158
Chirassimont,42063,42,214200636,244200630,84,['42114'],399
Chuyer,42064,42,214200644,244200895,84,['42410'],754
Civens,42065,42,214200651,200065894,84,['42110'],1415
Cleppé,42066,42,214200669,200065894,84,['42110'],521
Colombier,42067,42,214200677,244200622,84,['42220'],297
Combre,42068,42,214200685,200035731,84,['42840'],419
Commelle-Vernay,42069,42,214200693,200035731,84,['42120'],3018
Cordelle,42070,42,214200701,244200630,84,['42123'],925
Le Coteau,42071,42,214200719,200035731,84,['42120'],6886
La Côte-en-Couzan,42072,42,214200727,200065886,84,['42111'],64
Cottance,42073,42,214200735,200065894,84,['42360'],741
Coutouvre,42074,42,214200743,200035731,84,['42460'],1075
Craintilleux,42075,42,214200750,200065886,84,['42210'],1356
Cremeaux,42076,42,214200768,244200820,84,['42260'],912
Croizet-sur-Gand,42077,42,214200776,244200630,84,['42540'],304
Le Crozet,42078,42,214200784,200035731,84,['42310'],248
Cuinzier,42079,42,214200792,200035202,84,['42460'],709
Cuzieu,42081,42,214200818,200065894,84,['42330'],1547
Dargoire,42083,42,214200834,244200770,84,['42800'],529
Débats-Rivière-d'Orpra,42084,42,214200842,200065886,84,['42130'],160
Doizieux,42085,42,214200859,244200770,84,['42740'],843
Écoche,42086,42,214200867,200035202,84,['42670'],516
Écotay-l'Olme,42087,42,214200875,200065886,84,['42600'],1230
Épercieux-Saint-Paul,42088,42,214200883,200065894,84,['42110'],755
Essertines-en-Châtelneuf,42089,42,214200891,200065886,84,['42600'],652
Essertines-en-Donzy,42090,42,214200909,200065894,84,['42360'],490
Estivareilles,42091,42,214200917,200065886,84,['42380'],684
L'Étrat,42092,42,214200925,244200770,84,['42580'],2702
Farnay,42093,42,214200933,244200770,84,['42320'],1364
Feurs,42094,42,214200941,200065894,84,['42110'],8352
Firminy,42095,42,214200958,244200770,84,['42700'],16953
Fontanès,42096,42,214200966,244200770,84,['42140'],683
La Fouillouse,42097,42,214200974,244200770,84,['42480'],4690
Fourneaux,42098,42,214200982,244200630,84,['42470'],579
Fraisses,42099,42,214200990,244200770,84,['42490'],3732
La Gimond,42100,42,214201006,244200770,84,['42140'],279
Graix,42101,42,214201014,244200622,84,['42220'],141
Grammond,42102,42,214201022,200066587,84,['42140'],882
La Grand-Croix,42103,42,214201030,244200770,84,['42320'],5100
La Gresle,42104,42,214201048,200035202,84,['42460'],867
Grézieux-le-Fromental,42105,42,214201055,200065886,84,['42600'],254
Grézolles,42106,42,214201063,244200614,84,['42260'],243
Gumières,42107,42,214201071,200065886,84,['42560'],320
L'Hôpital-le-Grand,42108,42,214201089,200065886,84,['42210'],1112
L'Hôpital-sous-Rochefort,42109,42,214201097,200065886,84,['42130'],108
L'Horme,42110,42,214201105,244200770,84,['42152'],4766
Jarnosse,42112,42,214201121,200035202,84,['42460'],414
Jas,42113,42,214201139,200065894,84,['42110'],239
Jonzieux,42115,42,214201154,244200622,84,['42660'],1226
Juré,42116,42,214201162,244200820,84,['42430'],246
Lavieu,42117,42,214201170,200065886,84,['42560'],112
Lay,42118,42,214201188,244200630,84,['42470'],754
Leigneux,42119,42,214201196,200065886,84,['42130'],361
Lentigny,42120,42,214201204,200035731,84,['42155'],1798
Lérigneux,42121,42,214201212,200065886,84,['42600'],163
Lézigneux,42122,42,214201220,200065886,84,['42600'],1725
Lorette,42123,42,214201238,244200770,84,['42420'],4746
Lupé,42124,42,214201246,244200895,84,['42520'],299
Luré,42125,42,214201253,244200614,84,['42260'],140
Luriecq,42126,42,214201261,200065886,84,['42380'],1271
Mably,42127,42,214201279,200035731,84,['42300'],7517
Machézal,42128,42,214201287,244200630,84,['42114'],395
Maclas,42129,42,214201295,244200895,84,['42520'],1827
Magneux-Haute-Rive,42130,42,214201303,200065886,84,['42600'],567
Maizilly,42131,42,214201311,200035202,84,['42750'],330
Malleval,42132,42,214201329,244200895,84,['42520'],562
Marcenod,42133,42,214201337,244200770,84,['42140'],693
Marcilly-le-Châtel,42134,42,214201345,200065886,84,['42130'],1386
Marclopt,42135,42,214201352,200065894,84,['42210'],543
Marcoux,42136,42,214201360,200065886,84,['42130'],780
Margerie-Chantagret,42137,42,214201378,200065886,84,['42560'],804
Maringes,42138,42,214201386,200066587,84,['42140'],672
Marlhes,42139,42,214201394,244200622,84,['42660'],1340
Marols,42140,42,214201402,200065886,84,['42560'],456
Mars,42141,42,214201410,200035202,84,['42750'],571
Merle-Leignec,42142,42,214201428,200065886,84,['42380'],322
Mizérieux,42143,42,214201436,200065894,84,['42110'],503
Montagny,42145,42,214201451,200035731,84,['42840'],1100
Montarcher,42146,42,214201469,200065886,84,['42380'],65
Montbrison,42147,42,214201477,200065886,84,['42600'],15943
Montchal,42148,42,214201485,200065894,84,['42360'],501
Montrond-les-Bains,42149,42,214201493,200065894,84,['42210'],5444
Montverdun,42150,42,214201501,200065886,84,['42130'],1358
Mornand-en-Forez,42151,42,214201519,200065886,84,['42600'],411
Nandax,42152,42,214201527,200035202,84,['42720'],559
Neaux,42153,42,214201535,244200630,84,['42470'],482
Néronde,42154,42,214201543,200065894,84,['42510'],467
Nervieux,42155,42,214201550,200065894,84,['42510'],1015
Neulise,42156,42,214201568,244200630,84,['42590'],1379
Noailly,42157,42,214201576,200035731,84,['42640'],794
Les Noës,42158,42,214201584,200035731,84,['42370'],211
Noirétable,42159,42,214201592,200065886,84,['42440'],1577
Nollieux,42160,42,214201600,244200614,84,['42260'],188
Notre-Dame-de-Boisset,42161,42,214201618,200035731,84,['42120'],577
Ouches,42162,42,214201626,200035731,84,['42155'],1151
La Pacaudière,42163,42,214201634,200035731,84,['42310'],1054
Palogneux,42164,42,214201642,200065886,84,['42990'],68
Panissières,42165,42,214201659,200065894,84,['42360'],2883
Parigny,42166,42,214201667,200035731,84,['42120'],631
Pavezin,42167,42,214201675,244200770,84,['42410'],388
Pélussin,42168,42,214201683,244200895,84,['42410'],3726
Périgneux,42169,42,214201691,200065886,84,['42380'],1589
Perreux,42170,42,214201709,200035731,84,['42120'],2106
Pinay,42171,42,214201717,200065894,84,['42590'],284
Planfoy,42172,42,214201725,244200622,84,['42660'],1062
Pommiers-en-Forez,42173,42,214201733,244200614,84,['42260'],358
Poncins,42174,42,214201741,200065894,84,['42110'],1168
Pouilly-lès-Feurs,42175,42,214201758,200065894,84,['42110'],1207
Pouilly-les-Nonains,42176,42,214201766,200035731,84,['42155'],2191
Pouilly-sous-Charlieu,42177,42,214201774,200035202,84,['42720'],2562
Pradines,42178,42,214201782,244200630,84,['42630'],871
Pralong,42179,42,214201790,200065886,84,['42600'],863
Précieux,42180,42,214201808,200065886,84,['42600'],1033
Régny,42181,42,214201816,244200630,84,['42630'],1490
Renaison,42182,42,214201824,200035731,84,['42370'],3209
La Ricamarie,42183,42,214201832,244200770,84,['42150'],7943
Riorges,42184,42,214201840,200035731,84,['42153'],10917
Rivas,42185,42,214201857,200065894,84,['42340'],715
Rive-de-Gier,42186,42,214201865,244200770,84,['42800'],15086
Roanne,42187,42,214201873,200035731,84,['42300'],34415
Roche,42188,42,214201881,200065886,84,['42600'],253
Roche-la-Molière,42189,42,214201899,244200770,84,['42230'],9878
Roisey,42191,42,214201915,244200895,84,['42520'],989
Rozier-Côtes-d'Aurec,42192,42,214201923,244200770,84,['42380'],429
Rozier-en-Donzy,42193,42,214201931,200065894,84,['42810'],1425
Sail-les-Bains,42194,42,214201949,200035731,84,['42310'],201
Sail-sous-Couzan,42195,42,214201956,200065886,84,['42890'],987
Sainte-Agathe-en-Donzy,42196,42,214201964,200065894,84,['42510'],116
Sainte-Agathe-la-Bouteresse,42197,42,214201972,200065886,84,['42130'],1044
Saint-Alban-les-Eaux,42198,42,214201980,200035731,84,['42370'],916
Saint-André-d'Apchon,42199,42,214201998,200035731,84,['42370'],1920
Saint-André-le-Puy,42200,42,214202004,200065894,84,['42210'],1518
Saint-Appolinard,42201,42,214202012,244200895,84,['42520'],694
Saint-Barthélemy-Lestra,42202,42,214202020,200065894,84,['42110'],687
Saint-Bonnet-des-Quarts,42203,42,214202038,200035731,84,['42310'],313
Saint-Bonnet-le-Château,42204,42,214202046,200065886,84,['42380'],1497
Saint-Bonnet-le-Courreau,42205,42,214202053,200065886,84,['42940'],689
Saint-Bonnet-les-Oules,42206,42,214202061,244200770,84,['42330'],1718
Saint-Chamond,42207,42,214202079,244200770,84,['42400'],35309
Saint-Christo-en-Jarez,42208,42,214202087,244200770,84,['42320'],1909
Sainte-Colombe-sur-Gand,42209,42,214202095,200065894,84,['42540'],390
Sainte-Croix-en-Jarez,42210,42,214202103,244200770,84,['42800'],477
Saint-Cyprien,42211,42,214202111,200065886,84,['42160'],2428
Saint-Cyr-de-Favières,42212,42,214202129,244200630,84,['42123'],994
Saint-Cyr-de-Valorges,42213,42,214202137,200065894,84,['42114'],310
Saint-Cyr-les-Vignes,42214,42,214202145,200065894,84,['42210'],1048
Saint-Denis-de-Cabanne,42215,42,214202152,200035202,84,['42750'],1265
Saint-Denis-sur-Coise,42216,42,214202160,200066587,84,['42140'],667
Saint-Didier-sur-Rochefort,42217,42,214202178,200065886,84,['42111'],456
Saint-Étienne,42218,42,214202186,244200770,84,"['42000', '42100', '42230']",174082
Saint-Étienne-le-Molard,42219,42,214202194,200065886,84,['42130'],1028
Saint-Forgeux-Lespinasse,42220,42,214202202,200035731,84,['42640'],606
Sainte-Foy-Saint-Sulpice,42221,42,214202210,200065886,84,['42110'],531
Saint-Galmier,42222,42,214202228,244200770,84,['42330'],5837
Saint-Genest-Lerpt,42223,42,214202236,244200770,84,['42530'],6185
Saint-Genest-Malifaux,42224,42,214202244,244200622,84,['42660'],2945
Genilac,42225,42,214202251,244200770,84,['42800'],3866
Saint-Georges-de-Baroille,42226,42,214202269,244200614,84,['42510'],438
Saint-Georges-en-Couzan,42227,42,214202277,200065886,84,['42990'],408
Saint-Georges-Haute-Ville,42228,42,214202285,200065886,84,['42610'],1465
Saint-Germain-la-Montagne,42229,42,214202293,200035202,84,['42670'],225
Saint-Germain-Laval,42230,42,214202301,244200614,84,['42260'],1610
Saint-Germain-Lespinasse,42231,42,214202319,200035731,84,['42640'],1226
Saint-Haon-le-Châtel,42232,42,214202327,200035731,84,['42370'],636
Saint-Haon-le-Vieux,42233,42,214202335,200035731,84,['42370'],954
Saint-Héand,42234,42,214202343,244200770,84,['42570'],3659
Saint-Hilaire-Cusson-la-Valmitte,42235,42,214202350,200065886,84,['42380'],332
Saint-Hilaire-sous-Charlieu,42236,42,214202368,200035202,84,['42190'],529
Saint-Jean-Bonnefonds,42237,42,214202376,244200770,84,['42650'],6633
Saint-Jean-la-Vêtre,42238,42,214202384,200065886,84,['42440'],324
Saint-Jean-Saint-Maurice-sur-Loire,42239,42,214202392,200035731,84,['42155'],1155
Saint-Jean-Soleymieux,42240,42,214202400,200065886,84,['42560'],858
Saint-Jodard,42241,42,214202418,200065894,84,['42590'],391
Saint-Joseph,42242,42,214202426,244200770,84,['42800'],1949
Saint-Julien-d'Oddes,42243,42,214202434,244200614,84,['42260'],288
Vêtre-sur-Anzon,42245,42,200083855,200065886,84,"['42111', '42440']",578
Saint-Julien-Molin-Molette,42246,42,214202467,244200622,84,['42220'],1146
Saint-Just-en-Bas,42247,42,214202475,200065886,84,['42990'],282
Saint-Just-en-Chevalet,42248,42,214202483,244200820,84,['42430'],1125
Saint-Just-la-Pendue,42249,42,214202491,244200630,84,['42540'],1661
