code,population
52476,82
52479,653
52480,351
52482,97
52483,68
52484,361
52486,62
52487,65
52488,273
52489,35
52490,668
52491,116
52492,554
52493,29
52494,216
52495,84
52497,434
52499,44
52500,620
52502,66
52503,25
52504,260
52505,34
52506,92
52507,55
52510,368
52511,55
52512,510
52513,61
52514,345
52515,106
52516,50
52517,134
52518,102
52519,46
52520,153
52522,336
52523,68
52524,228
52525,71
52526,78
52528,145
52529,980
52534,1482
52535,722
52536,46
52538,265
52539,67
52540,21
52541,210
52542,51
52543,515
52544,277
52545,107
52546,16
52547,204
52548,91
52549,27
52550,2780
53001,1844
53002,608
53003,2625
53005,2321
53007,2831
53008,1827
53009,670
53010,466
53011,884
53012,466
53013,558
53015,1941
53016,1217
53017,959
53018,1305
53019,118
53021,1020
53022,509
53023,557
53025,1095
53026,535
53027,204
53028,569
53029,1254
53030,320
53031,493
53033,115
53034,6187
53035,592
53036,1062
53037,725
53038,139
53039,1732
53040,628
53041,278
53042,842
53043,564
53045,677
53046,306
53047,269
53048,1144
53049,708
53051,607
53052,285
53053,500
53054,6313
53055,600
53056,967
53057,506
53058,328
53059,416
53061,458
53062,16845
53063,451
53064,973
53066,1386
53067,407
53068,150
53069,154
53071,484
53072,1279
53073,888
53074,843
53075,283
53076,323
53077,3229
53078,860
53079,378
53080,135
53082,638
53083,828
53084,4456
53085,195
53086,635
53087,208
53088,827
53089,513
53090,164
53091,447
53093,278
53094,2251
53096,5641
53097,8667
53098,427
53099,1089
53100,1167
53101,835
53102,167
53103,2122
53104,1337
53105,230
53106,518
53107,2543
53108,571
53109,621
53110,990
53111,463
53112,376
53113,616
53114,193
53115,312
53116,720
53117,502
53118,229
53119,4415
53120,456
53121,1375
53122,758
53123,1421
53124,1389
53125,1137
53126,1080
53127,2239
53128,349
53129,375
53130,49617
53131,194
53132,283
53133,710
53134,179
53135,731
53136,1201
53137,2740
53139,411
53140,4365
53141,1152
53142,291
53143,514
53144,755
53145,544
53146,1902
53147,12805
53148,237
53150,894
53151,1120
53152,2788
53153,629
53154,903
53155,1347
53156,252
53157,1337
53158,1036
53160,375
53161,3191
53162,986
53163,779
53164,345
53165,353
53168,1220
53169,412
53170,1151
53172,402
53173,180
53174,836
53175,1383
53176,539
53177,302
53178,231
53179,352
53180,642
53181,806
53182,1795
53184,163
53185,2295
53186,2131
53187,228
53188,2521
53189,106
53190,468
53191,251
53192,315
53193,565
53195,509
53196,351
53197,903
53198,227
53199,216
53200,1159
53201,7381
53202,303
53203,526
53204,388
53206,196
53208,497
53209,557
53210,1545
53211,1429
53212,437
53213,490
53214,163
53216,987
53218,791
53219,1396
53220,380
53221,396
53222,365
53223,328
53224,1186
53225,517
53226,817
53228,561
53229,1650
53230,235
53232,312
53233,339
53234,353
53235,228
53236,170
53237,452
53238,519
53240,434
53242,258
53243,1782
53245,923
53246,1785
53247,2298
53248,140
53249,1120
53250,407
53251,466
53253,519
53255,1251
53256,169
53257,316
53258,908
53259,345
53260,397
53261,168
53262,1093
53263,274
53264,191
53265,767
53266,226
53267,1165
53269,613
53270,108
53271,2713
53272,188
53273,1083
53276,930
54001,306
54002,229
54003,92
54004,178
54005,110
54006,445
54007,531
54008,470
54009,166
54010,500
54011,647
54012,354
54013,86
54014,255
54015,258
54016,287
54017,75
54018,273
54019,78
54020,447
54021,233
54022,563
54023,248
54024,363
54025,1620
54026,176
54027,878
54028,2669
54029,2465
54030,81
54031,260
54032,188
54033,134
54034,215
54035,388
54036,1174
54037,424
54038,750
54039,4160
54040,1559
54041,138
54042,279
54043,1442
54044,197
54045,427
54046,394
54047,260
54048,344
54049,529
54050,66
54051,1284
54052,149
54053,156
54054,1530
54055,330
54056,144
54057,73
54058,87
54059,752
54060,1484
54061,586
54062,652
54063,174
54064,318
54065,1086
54066,410
54067,765
54068,92
54069,471
54070,179
54071,161
54072,262
54073,923
54074,37
54075,119
54076,3944
54077,1053
54078,56
54079,4642
54080,1031
54081,419
54082,169
54083,175
54084,943
54085,88
54086,354
54087,149
54088,242
54089,1406
54090,4147
54091,400
54092,65
54093,170
54094,171
54095,46
54096,438
54097,98
54098,167
54099,8041
54100,776
54101,128
54102,609
54103,222
54104,257
54105,525
54106,63
54107,74
54108,144
54109,931
54110,560
54111,2803
54112,718
54113,1528
54114,326
54115,6633
54116,2148
54117,116
54118,605
54119,89
54120,328
54121,190
54122,726
54123,1719
54124,46
54125,489
54126,223
54127,621
54128,708
54129,1600
54130,179
54131,496
54132,59
54133,117
54134,242
54135,1443
54136,2377
54137,513
54138,2773
54139,373
54140,92
54141,153
54142,154
54143,385
54144,382
54145,939
54146,292
54147,108
54148,645
54149,1565
54150,3106
54151,1051
54152,3124
54153,56
54154,476
54155,402
54156,484
54157,4712
54158,141
54159,9733
54160,404
54161,314
54162,1158
54163,260
54164,88
54165,572
54166,30
54167,1943
54168,302
54169,97
54170,72
54171,1141
54172,288
54173,218
54174,4454
54175,373
54176,1098
54177,254
54178,198
54179,303
54180,70
54181,690
54182,324
54183,74
54184,8841
54185,59
54186,1109
54187,111
54188,1365
54189,600
54190,111
54191,102
54192,313
54193,71
54194,510
54195,189
54196,1724
54197,2205
54198,303
54199,384
54200,160
54201,306
54202,373
54203,140
54204,92
54205,2619
54206,394
54207,95
54208,289
54209,64
54210,215
54211,196
54212,411
54213,371
54214,705
54215,6543
54216,124
54217,170
54218,53
54219,82
54220,77
54221,230
54222,1330
54223,208
54224,123
54225,180
54226,172
54227,1349
54228,70
54229,367
54230,52
54231,179
54232,2672
54233,34
54234,2907
54235,420
54236,360
54237,95
54238,268
54239,141
54240,54
54241,75
54242,274
54243,217
54244,110
54245,62
54246,65
54247,178
54248,100
54249,253
54250,736
54251,129
54252,507
54253,775
54254,3416
54255,83
54256,307
54257,5346
54258,146
54259,231
54260,937
54261,4330
54262,196
54263,6245
54264,320
54265,2091
54266,404
54268,138
54269,345
54270,3860
54271,121
54272,464
54273,8190
54274,9396
54275,184
54276,787
54277,372
54278,101
54279,990
54280,6583
54281,894
54282,161
54283,286
54284,1121
54285,55
54286,1580
54287,268
54288,495
54289,362
54290,210
54291,294
54292,184
54293,84
54294,144
54295,971
54296,432
54297,304
54298,155
54299,227
54300,6548
54301,127
54302,737
54303,366
54304,14445
54305,2380
54306,339
54307,167
54308,147
54309,393
54310,3
54311,593
54312,487
54313,231
54314,3845
54315,905
54316,303
54317,132
54318,5749
54320,325
54321,2367
54322,5223
54323,15117
54324,87
54325,79
54326,219
54327,628
54328,6128
54329,17858
54330,423
54331,279
54332,1530
54333,250
54334,560
54335,408
54336,915
54337,129
54338,992
54339,8036
54340,340
54343,188
54344,215
54345,341
54346,249
54348,237
54349,166
54350,700
54351,1685
54352,824
54353,901
54354,48
54355,92
54356,67
54357,9816
54358,279
54359,244
54360,337
54362,1282
54363,274
54364,1288
54365,325
54366,1982
54367,2265
54368,174
54369,611
54370,225
54371,1065
54372,516
54373,611
54374,521
54375,1087
54376,407
54377,160
54378,470
54379,96
54380,403
54381,54
54382,9020
54383,1122
54385,1081
54386,93
54387,153
54388,74
54389,101
54390,101
54391,1568
54392,312
54393,533
54394,246
54395,104403
54396,224
54397,6629
54398,97
54399,250
54400,1139
54401,121
54402,413
54403,1188
54404,267
54405,524
54406,278
54407,95
54408,228
54409,190
54410,516
54411,219
54412,39
54413,151
54414,653
54415,4053
54416,179
54417,239
54418,171
54419,74
54420,87
54421,313
54422,69
54423,339
54424,44
54425,2476
54426,474
54427,95
54428,851
54429,297
54430,4857
54431,14357
54432,1813
54433,228
54434,250
54435,365
54436,152
54437,1149
54438,55
54439,5135
54440,122
54441,231
54442,96
54443,38
54444,224
54445,101
54446,64
54447,74
54449,1049
54450,144
54451,3799
54452,73
54453,159
54455,156
54456,604
54457,43
54458,109
54459,2308
54460,151
54461,69
54462,2851
54463,229
54464,106
54465,761
54466,402
54467,188
54468,111
54469,414
54470,75
54471,72
54472,853
54473,285
54474,198
54475,154
54476,414
54477,162
54478,150
54479,99
54480,56
54481,98
54482,10046
54483,7383
54484,183
54485,309
54486,345
54487,63
54488,34
54489,152
54490,1464
54491,335
54492,154
54493,2362
54494,101
54495,4220
54496,374
54497,107
54498,5111
54499,110
54500,182
54501,101
54502,242
54504,657
54505,724
54507,102
54508,239
54509,996
54510,305
54511,111
54512,106
54513,646
54514,622
54515,250
54516,18
54517,202
54518,1113
54519,594
54520,382
54521,1968
54522,135
54523,423
54524,90
54525,654
54526,8941
54527,664
54528,15857
54529,28
54530,88
54531,59
54532,163
54533,2620
54534,523
54535,198
54536,2422
54537,692
54538,371
54539,230
54540,569
54541,165
54542,2315
54543,147
54544,139
54545,211
54546,929
54547,29723
54548,523
54549,3600
54550,320
54551,59
54552,65
54553,146
54554,78
54555,87
54556,108
54557,2318
54558,280
54559,311
54560,52
54561,44
54562,147
54563,1361
54564,141
54565,235
54566,150
54567,356
54568,263
54569,191
54570,340
54571,592
54572,690
54573,165
54574,549
54575,1538
54576,121
54577,141
54578,14305
54579,333
54580,10098
54581,298
54582,185
54583,420
54584,1021
54585,494
54586,741
54587,190
54588,393
54589,127
54590,660
54591,332
54592,262
54593,431
54594,166
54595,564
54596,969
54597,443
54598,270
54599,109
54600,124
54601,101
54602,148
55001,285
55002,101
55004,81
55005,36
55007,242
55008,144
55009,536
55010,2617
55011,256
55012,422
55013,466
55014,360
55015,489
55017,118
55018,40
55021,68
55022,141
55023,120
55024,161
55025,276
55026,129
55027,160
55028,110
55029,14592
55031,378
55032,44
55033,19
55034,113
55035,145
55036,93
55037,139
55038,38
55039,0
55040,253
55041,607
55042,527
55043,3020
55044,31
55045,551
55046,131
55047,159
55048,38
55049,422
55050,0
55051,121
55053,368
55054,61
55055,13
55057,77
55058,326
55059,190
55060,353
55061,237
55062,109
55063,2448
55064,109
55065,117
55066,129
55067,99
55068,107
55069,227
55070,119
55071,181
55072,107
55073,683
55075,175
55076,174
55077,263
55078,296
55079,698
55080,79
55081,59
55082,46
55083,155
55084,56
55085,287
55087,79
55088,152
55089,88
55093,282
55094,541
55095,102
55096,110
55097,310
55099,123
55100,75
55101,297
55102,527
55103,21
55104,79
55105,177
55106,177
55107,47
55108,122
55109,231
55110,224
55111,437
55113,155
55114,205
55115,46
55116,53
55117,1449
55118,94
55119,189
55120,778
55121,116
55122,5352
55123,711
55124,308
55125,787
55127,42
55128,41
55129,37
55132,1675
55133,85
55134,152
55137,47
55138,127
55139,0
55140,18
55141,83
55142,123
55143,125
55144,379
55145,618
55146,197
55148,114
55149,120
55150,512
55153,194
55154,1441
55155,393
55156,137
55157,52
55158,723
55159,353
55160,38
55162,33
55163,54
55165,429
55166,1313
55167,637
55168,45
55169,515
55170,115
55171,259
55172,61
55173,39
55174,78
55175,184
55177,45
55178,187
55179,145
55180,136
55181,3492
55182,207
55183,37
55184,1644
55185,89
55186,2093
55188,44
55189,0
55191,225
55192,39
55193,124
55194,60
55195,123
55196,126
55197,166
55198,657
55199,88
55200,207
55201,61
55202,145
55204,292
55206,107
55207,53
55208,57
55210,40
55211,64
55212,82
55214,278
55215,1065
55216,64
55217,115
55218,41
55219,101
55220,83
55221,243
55222,31
55224,578
55225,139
55226,123
55228,542
55229,269
55232,112
55236,935
55237,232
55239,0
55241,77
55242,110
55243,181
55244,228
55245,164
55246,152
55247,48
55248,279
55250,181
55251,105
55252,155
55253,708
55254,123
55255,260
55256,147
55257,42
55258,619
55260,53
55261,143
55262,267
55263,160
55264,261
55265,139
55266,48
55267,276
55268,691
55269,74
55270,30
55271,365
55272,431
55274,290
55275,85
55276,217
55278,194
55279,445
55280,58
55281,94
55282,96
55284,73
55285,151
55286,237
55288,1410
55289,59
55290,55
55291,3909
55292,189
55293,172
55295,31
55296,475
55297,113
55298,294
55299,118
55300,221
55301,119
55302,1114
55303,72
55304,160
55306,113
55307,0
55310,112
55311,27
55312,167
55313,68
55315,117
55316,406
55317,144
55320,66
55321,168
55322,50
55323,69
55324,517
55325,50
55326,108
55327,248
55328,285
55329,211
55330,90
55331,77
55332,238
55333,43
55334,164
55335,250
55336,151
55338,148
55339,75
55340,371
55341,122
55343,58
55344,22
55345,101
55346,293
55347,339
55348,368
55349,118
55350,76
55351,2040
55352,143
55353,79
55355,155
55356,104
55357,108
55358,188
55359,206
55360,109
55361,128
55362,181
55363,90
55364,660
55365,141
55366,1008
55367,137
55368,148
55369,805
55370,227
55371,76
55372,367
55373,82
55374,75
55375,63
55376,86
55377,93
55378,241
55379,66
55380,52
55381,165
55382,366
55383,216
55384,126
55385,493
55386,221
55387,241
55388,276
55389,247
55391,198
55394,7
55395,59
55396,224
55397,234
55398,1006
55399,115
55400,43
55401,415
55403,63
55404,319
55405,252
55406,110
55407,129
55408,171
55409,64
55410,133
55411,99
55412,185
55414,180
55415,87
55416,225
55419,157
55420,77
55421,75
55422,51
55423,318
55424,47
55425,133
55426,384
55427,2794
55428,126
55429,49
55430,67
55431,57
55433,362
55434,49
55435,771
55436,28
55437,122
55438,186
55439,95
55442,245
55443,591
55444,210
55445,190
55446,86
55447,370
55448,44
55449,284
55450,45
55452,53
55453,64
55454,169
55456,225
55457,185
55458,380
55459,237
55460,140
55461,455
55462,335
55463,4000
55464,153
55465,102
55466,290
55467,696
55468,99
55469,91
55470,193
55471,81
55472,116
55473,111
55474,226
55475,64
55476,469
55477,402
55479,160
55481,324
55482,103
55484,47
55485,70
55487,88
55488,146
55489,276
55490,333
55492,988
55493,183
55494,419
55495,242
55496,1047
55497,319
55498,452
55500,825
55501,382
55502,2492
55503,124
55504,405
55505,3167
55506,31
55507,214
55508,351
55509,276
55510,129
55511,118
55512,279
55514,605
55515,68
55516,552
55517,510
55518,145
55519,1343
55520,477
55521,235
55522,110
55523,188
55525,75
55526,263
55527,635
55528,50
55530,92
55531,283
55532,313
55533,1929
55534,53
55535,90
55536,19
55537,79
55540,59
55541,527
55543,925
55544,148
55545,16877
55546,207
55547,114
55549,89
55551,1566
55552,81
55553,1299
55554,268
55555,32
55556,49
55557,124
55559,52
55560,130
55561,51
55562,126
55563,77
55565,77
55566,298
55567,141
55568,277
55569,165
55570,212
55571,235
55572,89
55573,1621
55574,43
55575,89
55577,57
55578,186
55579,101
55580,50
55581,105
55582,89
55583,205
55584,126
55586,111
56001,3882
56002,2042
56003,5549
56004,1699
56005,2264
56006,1522
56007,14155
56008,4418
56009,1018
56010,6242
56011,1390
56012,1955
56013,3784
56014,1545
56015,2095
56017,2758
56018,1037
56019,332
56020,852
56021,1466
56022,1341
56023,6792
56024,2291
56025,194
56026,2289
56027,542
56028,1580
56029,1247
56030,1089
56031,3083
56032,1898
56033,3062
56034,4231
56035,1143
56036,7091
56039,984
56040,3310
56041,2835
56042,2216
56043,750
56044,798
56045,674
56046,3421
56047,1501
56048,721
56050,876
56051,656
56052,1908
56053,6387
56054,3958
56055,2053
56056,205
56057,2800
56058,3367
56060,948
56061,3974
56062,679
56063,2609
56065,751
56066,3783
56067,5612
56068,315
56069,2256
56070,2261
56071,796
56072,511
56073,1059
56074,1848
56075,6079
56076,1314
56077,992
56078,11743
56079,1364
56080,1301
56081,2081
56082,383
56083,15873
56084,856
56085,97
56086,216
56087,627
56088,257
56089,2193
56090,6535
56091,2511
56092,829
56093,719
56094,6858
56096,2429
56097,4013
56098,22940
56099,388
56100,1708
56101,8047
56102,2148
56103,296
56104,804
56105,1138
56106,869
56107,8277
56108,1081
56109,1177
56110,844
56111,1311
56112,740
56113,903
56114,962
56115,1742
56116,1545
56117,4578
56118,4056
56119,3486
56120,1919
56121,57412
56122,1667
56123,2198
56124,2483
56125,1840
56126,2468
56127,3176
56128,1520
56129,1512
56130,3215
56131,1438
56132,2269
56133,1167
56134,982
56135,1622
56136,755
56137,3311
56139,362
56140,3703
56141,1728
56143,5054
56144,3446
56145,1119
56146,1419
56147,4746
56148,1607
56149,2520
56151,3596
56152,2536
56153,2718
56154,1840
56155,2023
56156,351
56157,1957
56158,6182
56159,1819
56160,1292
56161,3032
56162,18537
56163,1228
56164,6669
56165,9785
56166,5789
56167,2599
56168,2240
56169,5365
56170,1046
56171,1520
56172,2686
56173,4341
56174,2753
56175,4190
56176,6023
56177,7657
56178,15092
56179,3897
56180,738
56181,2672
56182,965
56184,7937
56185,8816
56186,4659
56188,1421
56189,1067
56190,1963
56191,425
56193,5806
56194,2862
56195,694
56196,637
56197,2782
56198,1605
56199,702
56200,1378
56201,590
56202,529
56203,629
56204,630
56205,877
56206,11912
56207,1153
56208,302
56209,180
56210,479
56211,798
56212,2570
56213,1316
56214,1552
56215,1100
56216,399
56218,710
56219,1407
56220,1272
56221,1742
56222,2865
56223,1454
56224,389
56225,208
56226,543
56227,596
56228,1113
56229,1299
56230,463
56231,3892
56232,1066
56233,1524
56234,2145
56236,802
56237,1869
56238,369
56239,1584
56240,8866
56241,1012
56242,645
56243,8930
56244,3172
56245,478
56246,2124
56247,3797
56248,4899
56249,2259
56250,608
56251,8386
56252,1211
56253,640
56254,1323
56255,2450
56256,113
56257,670
56258,1698
56259,1738
56260,54017
56261,1473
56262,2567
56263,2802
56264,395
57001,324
57002,66
57003,1409
57004,79
57006,983
57007,128
57008,203
57009,104
57010,158
57011,618
57012,6104
57013,2508
57014,369
57015,561
57016,392
57017,2087
57018,126
57019,10668
57020,303
57021,1509
57022,1264
57024,188
57025,511
57026,1071
57027,123
57028,1337
57029,216
57030,562
57031,930
57032,4695
57033,538
57034,35
57035,115
57036,103
57037,267
57038,7108
57039,2158
57040,289
57041,2368
57042,583
57043,1517
57044,125
57045,110
57046,756
57047,1045
57048,72
57049,4604
57050,111
57051,370
57052,573
57053,107
57054,184
57055,537
57056,190
57057,604
57058,6571
57059,53
57060,523
57061,1145
57062,433
57063,216
57064,260
57065,214
57066,512
57067,2808
57069,458
57070,247
57071,380
57072,623
57073,863
57074,820
57075,294
57076,512
57077,97
57079,448
57080,83
57081,132
57082,334
57083,1195
57084,301
57085,386
57086,232
57087,251
57088,310
57089,4955
57090,110
57091,1007
57092,616
57093,650
57095,576
57096,2469
57097,5565
57098,236
57099,236
57100,175
57101,1228
57102,3209
57103,122
57104,1156
57105,151
57106,3926
57107,106
57108,313
57109,792
57110,425
57111,518
57112,83
57113,971
57114,436
57115,98
57116,93
57117,581
57118,165
57119,1199
57120,118
57121,220
57122,677
57123,3414
57124,2619
57125,425
57126,322
57127,148
57128,309
57129,734
57130,74
57131,296
57132,2304
57133,93
57134,1913
57136,573
57137,807
57138,82
57139,284
57140,571
57141,89
57142,424
57143,3369
57144,3355
57145,325
57146,804
57147,337
57148,568
57149,202
57150,692
57151,147
57152,514
57153,2168
57154,620
57155,2961
57156,1169
57158,240
57159,3854
57160,12772
57161,105
57162,903
57163,2384
57165,695
57166,104
57167,376
57168,676
57169,496
57171,1151
57172,284
57173,101
57174,101
57175,224
57176,1677
57177,2795
57178,351
57179,1830
57180,342
57181,84
57182,95
57183,189
57186,956
57187,363
57188,424
57189,225
57190,418
57191,694
57192,1218
57193,2230
57194,1229
57195,562
57196,423
57197,510
57198,192
57199,690
57200,397
57201,720
57202,1155
57203,222
57204,536
57205,2520
57206,14829
57207,5406
57208,1340
57209,5157
57210,664
57211,1204
57212,731
57213,772
57214,408
57215,340
57216,142
57217,892
57218,1287
57219,560
57220,117
57221,11939
57222,1354
57224,3949
57225,140
57226,3132
57227,21509
57228,191
57229,153
57230,194
57231,100
57232,778
57233,86
57234,599
57235,1031
57236,88
57237,304
57238,193
57239,432
57240,12840
57241,165
57242,3035
57244,492
57245,570
57246,217
57247,77
57248,86
57249,259
57250,1465
57251,344
57252,474
57253,502
57254,1155
57255,568
57256,821
57257,104
57258,115
57259,316
57260,3319
57261,1324
57262,658
57263,654
57264,404
57265,59
57266,146
57267,832
57268,123
57269,7594
57270,562
57271,678
57272,88
57273,385
57274,863
57275,918
57276,335
57277,147
57278,65
57280,362
57281,235
57282,354
57283,9332
57284,113
57286,305
57287,2221
57288,2862
57289,2864
57290,176
57291,262
57292,19
57293,257
57294,195
57295,105
57296,1095
57297,184
57298,377
57299,926
57300,319
57301,303
57302,189
57303,596
57304,355
57305,451
57306,15994
57307,251
57308,149
57309,481
57310,192
57311,518
57312,492
57313,142
57314,496
57315,709
57316,750
57317,107
57318,216
57319,526
57320,182
57321,559
57322,474
57323,7753
57324,615
57325,825
57326,336
57328,90
57329,430
57330,1280
57331,553
57332,6275
57333,827
57334,319
57335,218
57336,5205
57337,584
57338,512
57339,366
57340,1355
57341,707
57342,94
57343,1814
57344,737
57345,412
57346,593
57347,173
57348,797
57349,148
57350,1424
57351,1317
57352,446
57353,72
57354,121
57355,799
57356,1210
57357,407
57358,1080
57359,172
57360,1207
57361,610
57362,182
57364,314
57365,471
57366,139
57367,218
57368,3197
57370,2278
57371,586
57372,1360
57373,926
57374,198
57375,185
57376,492
57377,247
57379,272
57380,106
57381,286
57382,581
57383,160
57384,623
57385,1258
57386,346
57387,293
57388,258
57389,465
57390,1420
57391,63
57392,539
57393,196
57394,346
57395,204
57396,736
57397,102
57398,506
57399,91
57401,84
57402,119
57403,129
57404,210
57405,54
57406,141
57407,589
57408,847
57409,670
57410,140
57411,350
57412,3926
57413,3627
57414,1144
57415,1737
57416,664
57417,69
57418,323
57419,902
57421,154
57422,883
57423,72
57424,235
57425,575
57426,900
57427,565
57428,2778
57430,327
57431,409
57433,11776
57434,482
57436,129
57437,647
57438,350
57439,602
57440,141
57441,2947
57442,238
57443,6446
57444,358
57445,700
57446,45
57447,9961
57448,245
57449,594
57451,168
57452,1034
57453,297
57454,1187
57455,143
57456,662
57457,137
57459,289
57460,1471
57461,276
57462,431
57463,120211
57464,978
57465,2268
57466,665
57467,308
57468,673
57469,595
57470,4
57471,297
57472,147
57473,65
57474,5701
57475,527
57476,407
57477,1597
57478,86
57479,479
57480,21788
57481,2730
57482,1777
57483,3390
57484,2675
57485,124
57486,116
57487,5021
57488,561
57489,288
57490,341
57491,7349
57492,448
57493,211
57494,236
57495,115
57496,334
57497,262
57498,2593
57499,1357
57500,43
57501,40
57502,331
57504,278
57505,1192
57506,247
57507,271
57508,4430
57509,487
57510,1108
57511,1019
57512,712
57513,154
57514,1186
57515,1836
57516,339
57517,279
57518,327
57519,160
57520,32
57521,2711
57524,129
57525,55
57526,378
57527,357
57528,105
57529,3127
57530,438
57531,742
57532,230
57533,876
57534,1830
57535,1426
57536,219
57537,6257
57538,296
57539,45
57540,4700
57541,600
57542,973
57543,1495
57544,610
57545,2032
57546,803
57547,709
57548,581
57549,743
57550,2473
57551,208
57552,727
57553,624
57554,710
57555,112
57556,3081
57557,1016
57558,77
57559,170
57560,621
57561,722
57562,865
57563,250
57564,564
57565,996
57566,2349
57567,146
57568,1367
57569,320
57570,416
57571,1040
57572,2009
57573,134
57574,522
57575,1344
57576,796
57577,371
57578,494
57579,128
57580,187
57581,351
57582,2090
57583,129
57584,656
57586,186
57587,248
57588,1292
57589,2305
57590,259
57591,9864
57592,344
57593,1029
57594,98
57595,49
57596,740
57597,2567
57598,1995
57599,361
57600,1443
57601,1322
57602,2399
57603,1268
57604,630
57605,303
57606,15171
57607,769
57609,173
57610,311
57611,197
57612,237
57613,344
57614,703
57615,969
57616,3467
57617,283
57618,642
57619,467
57620,4463
57621,109
57622,1897
57623,705
57624,570
57625,174
57626,523
57627,357
57628,4450
57629,780
57630,12278
57631,20555
57633,1261
57634,1511
57635,368
57636,322
57637,307
57638,2473
57639,536
57640,474
57641,309
57642,2665
57643,201
57644,1741
57645,1021
57647,4164
57648,501
57649,478
57650,1776
57651,639
57652,584
57653,33
57654,703
57655,1124
57656,385
57657,21
57658,1038
57659,3227
57660,11043
57661,172
57662,98
57663,7832
57664,61
57665,1051
57666,7328
57667,775
57668,1264
57669,2459
57670,132
57671,154
57672,41383
57673,49
57674,174
57675,118
57676,90
57677,1024
57678,2301
57679,526
57680,1255
57681,334
57682,11
57683,6951
57684,509
57685,150
57686,247
57687,212
57689,329
57690,2976
57691,85
57692,73
57693,808
57694,452
57695,506
57696,968
57697,314
57698,314
57700,499
57701,816
57702,169
57703,234
57704,647
57705,209
57706,545
57707,670
57708,1981
57709,310
57711,400
57712,1332
57713,248
57714,442
57715,383
57716,1673
57717,181
57718,216
57719,82
57720,501
57721,346
57723,293
57724,3019
57725,343
57726,385
57727,124
57728,254
57730,565
57731,2308
57732,768
57733,2048
57734,458
57736,619
57737,32
57738,387
57739,510
57740,812
57741,408
57742,1496
57743,241
57745,920
57746,1538
57747,266
57748,752
57749,156
57750,710
57751,14526
57752,2891
57753,59
57754,109
57755,99
57756,314
57757,17304
57759,66
57760,854
57761,273
57762,704
57763,47
57764,1253
57765,1057
57767,1336
58001,159
58002,919
58003,601
58004,374
58005,222
58006,242
58007,344
58008,168
58009,126
58010,651
58011,283
58012,571
58013,95
58014,65
58015,119
58016,139
58017,225
58018,45
58019,84
58020,246
58021,203
58023,173
58024,280
58025,163
58026,141
58027,120
58028,118
58029,83
58030,282
58031,297
58032,357
58033,301
58034,185
58035,297
58036,462
58037,591
58038,156
58039,231
58040,144
58041,167
58042,140
58043,53
58044,804
58045,158
58046,1697
58047,639
58048,114
58049,83
58050,45
58051,1522
58052,48
58053,325
58054,40
58055,752
58056,291
58057,1108
58058,298
58059,4673
58060,614
58061,125
58062,1934
58063,549
58064,491
58065,912
58066,82
58067,1508
58068,205
58069,163
58070,58
58071,137
58072,623
58073,126
58074,344
58075,218
58076,81
58077,373
58078,53
58079,3594
58080,167
58081,271
58082,284
58083,1397
58084,95
58085,730
58086,9415
58087,689
58088,3708
58089,192
58090,219
58092,397
58093,126
58094,444
58095,5193
58096,496
58097,91
58098,110
58099,161
58101,190
58102,1571
58103,469
58104,1473
58105,307
58106,356
58107,144
58108,86
58109,739
58110,239
58111,104
58112,629
58113,96
58114,91
58115,224
58116,130
58117,4069
58118,641
58119,79
58120,219
58121,3750
58122,425
58123,121
58124,767
58125,92
58126,438
58127,188
58128,90
58129,170
58130,94
58131,2525
58132,227
58133,72
58134,3195
58135,101
58136,68
58137,71
58138,352
58139,113
58140,229
58141,72
58142,239
58143,141
58144,681
58145,1267
58146,981
58147,276
58148,613
58149,1994
58150,108
58151,3231
58152,1404
58153,70
58154,115
58155,558
58156,142
58157,279
58158,304
58159,192
58160,3701
58161,145
58162,103
58163,187
58164,661
58165,166
58166,230
58168,440
58169,14
58170,124
58171,288
58172,121
58173,156
58174,120
58175,155
58176,637
58177,276
58178,154
58179,258
58180,515
58181,140
58182,1415
58183,94
58184,104
58185,528
58186,57
58187,524
58188,113
58189,476
58190,105
58191,111
58192,218
58193,1393
58194,32284
58195,276
58196,344
58197,163
58198,299
58199,157
58200,147
58201,141
58202,25
58203,62
58204,538
58205,600
58206,34
58207,973
58208,293
58209,147
58210,304
58211,152
58212,329
58213,469
58214,2361
58215,1607
58216,157
58217,196
58218,1823
58219,207
58220,645
58221,150
58222,157
58223,637
58224,88
58225,369
58226,129
58227,1223
58228,592
58229,311
58230,70
58231,387
58232,1262
58233,175
58234,143
58235,257
58236,136
58237,29
58238,2223
58239,155
58240,78
58241,314
58242,124
58243,115
58244,215
58245,165
58246,698
58247,484
58248,214
58249,350
58250,1799
58251,470
58252,126
58253,81
58254,564
58255,283
58256,378
58257,65
58258,531
58259,142
58260,1242
58261,1055
58262,209
58263,167
58264,1840
58265,91
58266,170
58267,719
58268,191
58269,420
58270,356
58271,186
58272,110
58273,1427
58274,113
58275,288
58276,222
58277,191
58278,1480
58279,173
58280,592
58281,589
58282,335
58283,73
58284,37
58285,159
58286,570
58287,188
58288,107
58289,182
58290,44
58291,180
58292,165
58293,409
58294,120
58295,985
58296,135
58297,244
58298,400
58299,220
58300,1747
58301,299
58302,921
58303,9195
58304,1053
58305,136
58306,289
58307,177
58308,62
58309,409
58310,48
58311,238
58312,269
58313,87
